Year,State.Code,State.Name,Income,Math,Verbal
2006,VA,Virginia,More than 100k,549,553
2006,WA,Washington,Between 20-40k,503,501
2006,WA,Washington,Between 40-60k,519,517
2006,WA,Washington,Between 60-80k,530,526
2006,WA,Washington,Between 80-100k,539,534
2006,WA,Washington,Less than 20k,485,473
2006,WA,Washington,More than 100k,559,549
2006,WI,Wisconsin,Between 20-40k,563,556
2006,WI,Wisconsin,Between 40-60k,589,584
2006,WI,Wisconsin,Between 60-80k,600,590
2006,WI,Wisconsin,Between 80-100k,609,598
2006,WI,Wisconsin,Less than 20k,545,501
2006,WI,Wisconsin,More than 100k,619,605
2006,WY,Wyoming,Between 20-40k,537,563
2006,WY,Wyoming,Between 40-60k,562,549
2006,WY,Wyoming,Between 60-80k,559,548
2006,WY,Wyoming,Between 80-100k,546,540
2006,WY,Wyoming,Less than 20k,244,237
2006,WY,Wyoming,More than 100k,565,552
2007,AL,Alabama,Between 20-40k,510,522
2007,AL,Alabama,Between 40-60k,523,550
2007,AL,Alabama,Between 60-80k,555,558
2007,AL,Alabama,Between 80-100k,566,571
2007,AL,Alabama,Less than 20k,475,482
2007,AL,Alabama,More than 100k,579,581
2007,AK,Alaska,Between 20-40k,473,491
2007,AK,Alaska,Between 40-60k,511,516
2007,AK,Alaska,Between 60-80k,520,522
2007,AK,Alaska,Between 80-100k,526,523
2007,AK,Alaska,Less than 20k,471,478
2007,AK,Alaska,More than 100k,539,541
2007,AZ,Arizona,Between 20-40k,493,486
2007,AZ,Arizona,Between 40-60k,514,508
2007,AZ,Arizona,Between 60-80k,519,514
2007,AZ,Arizona,Between 80-100k,533,526
2007,AZ,Arizona,Less than 20k,494,474
2007,AZ,Arizona,More than 100k,545,536
2007,AR,Arkansas,Between 20-40k,540,545
2007,AR,Arkansas,Between 40-60k,557,571
2007,AR,Arkansas,Between 60-80k,567,593
2007,AR,Arkansas,Between 80-100k,572,592
2007,AR,Arkansas,Less than 20k,504,495
2007,AR,Arkansas,More than 100k,589,600
2007,CA,California,Between 20-40k,470,453
2007,CA,California,Between 40-60k,500,486
2007,CA,California,Between 60-80k,516,504
2007,CA,California,Between 80-100k,531,519
2007,CA,California,Less than 20k,456,431
2007,CA,California,More than 100k,560,544
2007,CO,Colorado,Between 20-40k,530,536
2007,CO,Colorado,Between 40-60k,548,545
2007,CO,Colorado,Between 60-80k,557,551
2007,CO,Colorado,Between 80-100k,567,564
2007,CO,Colorado,Less than 20k,533,518
2007,CO,Colorado,More than 100k,575,568
2007,CT,Connecticut,Between 20-40k,451,453
2007,CT,Connecticut,Between 40-60k,483,487
2007,CT,Connecticut,Between 60-80k,500,501
2007,CT,Connecticut,Between 80-100k,514,511
2007,CT,Connecticut,Less than 20k,428,429
2007,CT,Connecticut,More than 100k,557,552
2007,DE,Delaware,Between 20-40k,443,441
2007,DE,Delaware,Between 40-60k,479,483
2007,DE,Delaware,Between 60-80k,494,496
2007,DE,Delaware,Between 80-100k,516,513
2007,DE,Delaware,Less than 20k,415,421
2007,DE,Delaware,More than 100k,533,531
2007,DC,District Of Columbia,Between 20-40k,383,404
2007,DC,District Of Columbia,Between 40-60k,411,428
2007,DC,District Of Columbia,Between 60-80k,443,470
2007,DC,District Of Columbia,Between 80-100k,512,534
2007,DC,District Of Columbia,Less than 20k,374,390
2007,DC,District Of Columbia,More than 100k,601,614
2007,FL,Florida,Between 20-40k,464,468
2007,FL,Florida,Between 40-60k,488,493
2007,FL,Florida,Between 60-80k,499,501
2007,FL,Florida,Between 80-100k,514,513
2007,FL,Florida,Less than 20k,439,441
2007,FL,Florida,More than 100k,533,528
2007,GA,Georgia,Between 20-40k,456,460
2007,GA,Georgia,Between 40-60k,478,481
2007,GA,Georgia,Between 60-80k,495,497
2007,GA,Georgia,Between 80-100k,513,512
2007,GA,Georgia,Less than 20k,431,429
2007,GA,Georgia,More than 100k,537,531
2007,HI,Hawaii,Between 20-40k,469,447
2007,HI,Hawaii,Between 40-60k,485,470
2007,HI,Hawaii,Between 60-80k,500,480
2007,HI,Hawaii,Between 80-100k,519,492
2007,HI,Hawaii,Less than 20k,461,434
2007,HI,Hawaii,More than 100k,540,514
2007,ID,Idaho,Between 20-40k,524,531
2007,ID,Idaho,Between 40-60k,534,537
2007,ID,Idaho,Between 60-80k,532,534
2007,ID,Idaho,Between 80-100k,542,551
2007,ID,Idaho,Less than 20k,510,510
2007,ID,Idaho,More than 100k,555,549
2007,IL,Illinois,Between 20-40k,571,551
2007,IL,Illinois,Between 40-60k,585,575
2007,IL,Illinois,Between 60-80k,598,583
2007,IL,Illinois,Between 80-100k,612,594
2007,IL,Illinois,Less than 20k,565,539
2007,IL,Illinois,More than 100k,629,610
2007,IN,Indiana,Between 20-40k,478,472
2007,IN,Indiana,Between 40-60k,498,488
2007,IN,Indiana,Between 60-80k,507,496
2007,IN,Indiana,Between 80-100k,519,505
2007,IN,Indiana,Less than 20k,454,449
2007,IN,Indiana,More than 100k,539,524
2007,IA,Iowa,Between 20-40k,578,573
2007,IA,Iowa,Between 40-60k,606,599
2007,IA,Iowa,Between 60-80k,618,620
2007,IA,Iowa,Between 80-100k,630,626
2007,IA,Iowa,Less than 20k,554,528
2007,IA,Iowa,More than 100k,625,623
2007,KS,Kansas,Between 20-40k,573,560
2007,KS,Kansas,Between 40-60k,583,584
2007,KS,Kansas,Between 60-80k,590,587
2007,KS,Kansas,Between 80-100k,596,590
2007,KS,Kansas,Less than 20k,547,528
2007,KS,Kansas,More than 100k,595,585
2007,KY,Kentucky,Between 20-40k,525,532
2007,KY,Kentucky,Between 40-60k,548,555
2007,KY,Kentucky,Between 60-80k,568,564
2007,KY,Kentucky,Between 80-100k,561,563
2007,KY,Kentucky,Less than 20k,536,531
2007,KY,Kentucky,More than 100k,581,579
2007,LA,Louisiana,Between 20-40k,495,505
2007,LA,Louisiana,Between 40-60k,539,551
2007,LA,Louisiana,Between 60-80k,572,571
2007,LA,Louisiana,Between 80-100k,573,582
2007,LA,Louisiana,Less than 20k,474,467
2007,LA,Louisiana,More than 100k,592,593
2007,ME,Maine,Between 20-40k,480,483
2007,ME,Maine,Between 40-60k,501,508
2007,ME,Maine,Between 60-80k,511,516
2007,ME,Maine,Between 80-100k,522,518
2007,ME,Maine,Less than 20k,451,458
2007,ME,Maine,More than 100k,540,529
2007,MD,Maryland,Between 20-40k,446,444
2007,MD,Maryland,Between 40-60k,478,477
2007,MD,Maryland,Between 60-80k,499,497
2007,MD,Maryland,Between 80-100k,519,518
2007,MD,Maryland,Less than 20k,425,422
2007,MD,Maryland,More than 100k,551,546
2007,MA,Massachusetts,Between 20-40k,471,466
2007,MA,Massachusetts,Between 40-60k,501,494
2007,MA,Massachusetts,Between 60-80k,511,506
2007,MA,Massachusetts,Between 80-100k,531,521
2007,MA,Massachusetts,Less than 20k,451,434
2007,MA,Massachusetts,More than 100k,566,554
2007,MI,Michigan,Between 20-40k,511,515
2007,MI,Michigan,Between 40-60k,550,546
2007,MI,Michigan,Between 60-80k,570,561
2007,MI,Michigan,Between 80-100k,583,572
2007,MI,Michigan,Less than 20k,504,485
2007,MI,Michigan,More than 100k,603,588
2007,MN,Minnesota,Between 20-40k,568,553
2007,MN,Minnesota,Between 40-60k,579,590
2007,MN,Minnesota,Between 60-80k,597,600
2007,MN,Minnesota,Between 80-100k,607,597
2007,MN,Minnesota,Less than 20k,540,495
2007,MN,Minnesota,More than 100k,620,606
2007,MS,Mississippi,Between 20-40k,511,534
2007,MS,Mississippi,Between 40-60k,537,564
2007,MS,Mississippi,Between 60-80k,570,588
2007,MS,Mississippi,Between 80-100k,554,581
2007,MS,Mississippi,Less than 20k,469,478
2007,MS,Mississippi,More than 100k,580,599
2007,MO,Missouri,Between 20-40k,541,542
2007,MO,Missouri,Between 40-60k,576,588
2007,MO,Missouri,Between 60-80k,579,581
2007,MO,Missouri,Between 80-100k,611,606
2007,MO,Missouri,Less than 20k,556,552
2007,MO,Missouri,More than 100k,610,606
2007,MT,Montana,Between 20-40k,531,533
2007,MT,Montana,Between 40-60k,543,537
2007,MT,Montana,Between 60-80k,545,533
2007,MT,Montana,Between 80-100k,545,532
2007,MT,Montana,Less than 20k,510,528
2007,MT,Montana,More than 100k,557,551
2007,NE,Nebraska,Between 20-40k,550,528
2007,NE,Nebraska,Between 40-60k,575,584
2007,NE,Nebraska,Between 60-80k,580,575
2007,NE,Nebraska,Between 80-100k,594,581
2007,NE,Nebraska,Less than 20k,510,506
2007,NE,Nebraska,More than 100k,601,595
2007,NV,Nevada,Between 20-40k,475,469
2007,NV,Nevada,Between 40-60k,499,491
2007,NV,Nevada,Between 60-80k,496,495
2007,NV,Nevada,Between 80-100k,517,513
2007,NV,Nevada,Less than 20k,473,460
2007,NV,Nevada,More than 100k,520,515
2007,NH,New Hampshire,Between 20-40k,488,495
2007,NH,New Hampshire,Between 40-60k,501,499
2007,NH,New Hampshire,Between 60-80k,505,507
2007,NH,New Hampshire,Between 80-100k,521,517
2007,NH,New Hampshire,Less than 20k,482,488
2007,NH,New Hampshire,More than 100k,542,538
2007,NJ,New Jersey,Between 20-40k,459,446
2007,NJ,New Jersey,Between 40-60k,489,476
2007,NJ,New Jersey,Between 60-80k,502,491
2007,NJ,New Jersey,Between 80-100k,520,504
2007,NJ,New Jersey,Less than 20k,434,415
2007,NJ,New Jersey,More than 100k,554,537
2007,NM,New Mexico,Between 20-40k,511,513
2007,NM,New Mexico,Between 40-60k,515,535
2007,NM,New Mexico,Between 60-80k,531,552
2007,NM,New Mexico,Between 80-100k,543,557
2007,NM,New Mexico,Less than 20k,517,497
2007,NM,New Mexico,More than 100k,569,578
2007,NY,New York,Between 20-40k,471,460
2007,NY,New York,Between 40-60k,498,488
2007,NY,New York,Between 60-80k,513,501
2007,NY,New York,Between 80-100k,526,513
2007,NY,New York,Less than 20k,450,425
2007,NY,New York,More than 100k,559,544
2007,NC,North Carolina,Between 20-40k,471,456
2007,NC,North Carolina,Between 40-60k,498,483
2007,NC,North Carolina,Between 60-80k,515,502
2007,NC,North Carolina,Between 80-100k,533,516
2007,NC,North Carolina,Less than 20k,444,429
2007,NC,North Carolina,More than 100k,551,536
2007,ND,North Dakota,Between 20-40k,522,545
2007,ND,North Dakota,Between 40-60k,551,558
2007,ND,North Dakota,Between 60-80k,569,600
2007,ND,North Dakota,Between 80-100k,599,581
2007,ND,North Dakota,Less than 20k,0,0
2007,ND,North Dakota,More than 100k,617,603
2007,OH,Ohio,Between 20-40k,493,497
2007,OH,Ohio,Between 40-60k,521,519
2007,OH,Ohio,Between 60-80k,537,530
2007,OH,Ohio,Between 80-100k,549,541
2007,OH,Ohio,Less than 20k,468,469
2007,OH,Ohio,More than 100k,569,556
2007,OK,Oklahoma,Between 20-40k,533,549
2007,OK,Oklahoma,Between 40-60k,566,580
2007,OK,Oklahoma,Between 60-80k,571,577
2007,OK,Oklahoma,Between 80-100k,572,588
2007,OK,Oklahoma,Less than 20k,524,512
2007,OK,Oklahoma,More than 100k,586,590
2007,OR,Oregon,Between 20-40k,498,495
2007,OR,Oregon,Between 40-60k,516,514
2007,OR,Oregon,Between 60-80k,526,524
2007,OR,Oregon,Between 80-100k,531,530
2007,OR,Oregon,Less than 20k,482,473
2007,OR,Oregon,More than 100k,551,543
2007,PA,Pennsylvania,Between 20-40k,464,462
2007,PA,Pennsylvania,Between 40-60k,489,485
2007,PA,Pennsylvania,Between 60-80k,502,496
2007,PA,Pennsylvania,Between 80-100k,516,509
2007,PA,Pennsylvania,Less than 20k,436,433
2007,PA,Pennsylvania,More than 100k,547,537
2007,PR,Puerto Rico,Between 20-40k,412,430
2007,PR,Puerto Rico,Between 40-60k,436,458
2007,PR,Puerto Rico,Between 60-80k,449,470
2007,PR,Puerto Rico,Between 80-100k,469,489
2007,PR,Puerto Rico,Less than 20k,396,414
2007,PR,Puerto Rico,More than 100k,496,503
2007,RI,Rhode Island,Between 20-40k,461,464
2007,RI,Rhode Island,Between 40-60k,496,490
2007,RI,Rhode Island,Between 60-80k,501,501
2007,RI,Rhode Island,Between 80-100k,512,507
2007,RI,Rhode Island,Less than 20k,422,425
2007,RI,Rhode Island,More than 100k,546,540
2007,SC,South Carolina,Between 20-40k,463,456
2007,SC,South Carolina,Between 40-60k,491,484
2007,SC,South Carolina,Between 60-80k,505,495
2007,SC,South Carolina,Between 80-100k,524,514
2007,SC,South Carolina,Less than 20k,439,432
2007,SC,South Carolina,More than 100k,534,521
2007,SD,South Dakota,Between 20-40k,535,565
2007,SD,South Dakota,Between 40-60k,590,601
2007,SD,South Dakota,Between 60-80k,590,605
2007,SD,South Dakota,Between 80-100k,609,591
2007,SD,South Dakota,Less than 20k,253,269
2007,SD,South Dakota,More than 100k,596,606
2007,TN,Tennessee,Between 20-40k,529,535
2007,TN,Tennessee,Between 40-60k,548,561
2007,TN,Tennessee,Between 60-80k,559,573
2007,TN,Tennessee,Between 80-100k,570,574
2007,TN,Tennessee,Less than 20k,526,526
2007,TN,Tennessee,More than 100k,583,586
2007,TX,Texas,Between 20-40k,472,457
2007,TX,Texas,Between 40-60k,496,483
2007,TX,Texas,Between 60-80k,511,497
2007,TX,Texas,Between 80-100k,527,513
2007,TX,Texas,Less than 20k,446,428
2007,TX,Texas,More than 100k,549,533
2007,UT,Utah,Between 20-40k,542,542
2007,UT,Utah,Between 40-60k,560,560
2007,UT,Utah,Between 60-80k,565,564
2007,UT,Utah,Between 80-100k,563,564
2007,UT,Utah,Less than 20k,544,549
2007,UT,Utah,More than 100k,563,569
2007,VT,Vermont,Between 20-40k,488,490
2007,VT,Vermont,Between 40-60k,509,513
2007,VT,Vermont,Between 60-80k,519,512
2007,VT,Vermont,Between 80-100k,522,520
2007,VT,Vermont,Less than 20k,479,470
2007,VT,Vermont,More than 100k,558,550
2007,VI,Virgin Islands,Between 20-40k,387,415
2007,VI,Virgin Islands,Between 40-60k,398,435
2007,VI,Virgin Islands,Between 60-80k,458,469
2007,VI,Virgin Islands,Between 80-100k,468,481
2007,VI,Virgin Islands,Less than 20k,359,391
2007,VI,Virgin Islands,More than 100k,493,494
2007,VA,Virginia,Between 20-40k,461,464
2007,VA,Virginia,Between 40-60k,489,491
2007,VA,Virginia,Between 60-80k,504,506
2007,VA,Virginia,Between 80-100k,522,524
2007,VA,Virginia,Less than 20k,442,437
2007,VA,Virginia,More than 100k,548,547
2007,WA,Washington,Between 20-40k,497,492
2007,WA,Washington,Between 40-60k,518,516
2007,WA,Washington,Between 60-80k,526,522
2007,WA,Washington,Between 80-100k,537,531
2007,WA,Washington,Less than 20k,479,466
2007,WA,Washington,More than 100k,552,547
2007,WV,West Virginia,Between 20-40k,488,498
2007,WV,West Virginia,Between 40-60k,495,513
2007,WV,West Virginia,Between 60-80k,511,516
2007,WV,West Virginia,Between 80-100k,513,519
2007,WV,West Virginia,Less than 20k,465,482
2007,WV,West Virginia,More than 100k,530,540
2007,WI,Wisconsin,Between 20-40k,543,540
2007,WI,Wisconsin,Between 40-60k,592,584
2007,WI,Wisconsin,Between 60-80k,600,589
2007,WI,Wisconsin,Between 80-100k,607,599
2007,WI,Wisconsin,Less than 20k,530,493
2007,WI,Wisconsin,More than 100k,616,605
2007,WY,Wyoming,Between 20-40k,529,556
2007,WY,Wyoming,Between 40-60k,562,577
2007,WY,Wyoming,Between 60-80k,582,565
2007,WY,Wyoming,Between 80-100k,570,567
2007,WY,Wyoming,Less than 20k,243,262
2007,WY,Wyoming,More than 100k,593,584
2008,AL,Alabama,Between 20-40k,543,557
2008,AL,Alabama,Between 40-60k,560,573
2008,AL,Alabama,Between 60-80k,571,579
2008,AL,Alabama,Between 80-100k,575,582
2008,AL,Alabama,Less than 20k,476,479
2008,AL,Alabama,More than 100k,608,603
2008,AK,Alaska,Between 20-40k,519,519
2008,AK,Alaska,Between 40-60k,528,533
2008,AK,Alaska,Between 60-80k,538,527
2008,AK,Alaska,Between 80-100k,531,515
2008,AK,Alaska,Less than 20k,464,475
2008,AK,Alaska,More than 100k,542,545
2008,AZ,Arizona,Between 20-40k,509,506
2008,AZ,Arizona,Between 40-60k,530,524
2008,AZ,Arizona,Between 60-80k,540,532
2008,AZ,Arizona,Between 80-100k,538,529
2008,AZ,Arizona,Less than 20k,480,472
2008,AZ,Arizona,More than 100k,553,538
2008,AR,Arkansas,Between 20-40k,573,570
2008,AR,Arkansas,Between 40-60k,562,575
2008,AR,Arkansas,Between 60-80k,561,590
2008,AR,Arkansas,Between 80-100k,574,592
2008,AR,Arkansas,Less than 20k,526,527
2008,AR,Arkansas,More than 100k,595,598
2008,CA,California,Between 20-40k,500,489
2008,CA,California,Between 40-60k,529,516
2008,CA,California,Between 60-80k,539,526
2008,CA,California,Between 80-100k,545,532
2008,CA,California,Less than 20k,456,439
2008,CA,California,More than 100k,565,552
2008,CO,Colorado,Between 20-40k,555,553
2008,CO,Colorado,Between 40-60k,567,563
2008,CO,Colorado,Between 60-80k,571,563
2008,CO,Colorado,Between 80-100k,578,569
2008,CO,Colorado,Less than 20k,533,525
2008,CO,Colorado,More than 100k,583,568
2008,CT,Connecticut,Between 20-40k,487,490
2008,CT,Connecticut,Between 40-60k,519,512
2008,CT,Connecticut,Between 60-80k,536,528
2008,CT,Connecticut,Between 80-100k,538,536
2008,CT,Connecticut,Less than 20k,437,438
2008,CT,Connecticut,More than 100k,574,562
2008,DE,Delaware,Between 20-40k,481,481
2008,DE,Delaware,Between 40-60k,511,509
2008,DE,Delaware,Between 60-80k,527,526
2008,DE,Delaware,Between 80-100k,536,537
2008,DE,Delaware,Less than 20k,435,437
2008,DE,Delaware,More than 100k,573,566
2008,DC,District Of Columbia,Between 20-40k,425,444
2008,DC,District Of Columbia,Between 40-60k,510,532
2008,DC,District Of Columbia,Between 60-80k,542,548
2008,DC,District Of Columbia,Between 80-100k,542,560
2008,DC,District Of Columbia,Less than 20k,371,385
2008,DC,District Of Columbia,More than 100k,623,633
2008,FL,Florida,Between 20-40k,493,495
2008,FL,Florida,Between 40-60k,517,513
2008,FL,Florida,Between 60-80k,526,520
2008,FL,Florida,Between 80-100k,527,523
2008,FL,Florida,Less than 20k,449,452
2008,FL,Florida,More than 100k,551,542
2008,GA,Georgia,Between 20-40k,482,485
2008,GA,Georgia,Between 40-60k,510,508
2008,GA,Georgia,Between 60-80k,525,519
2008,GA,Georgia,Between 80-100k,532,525
2008,GA,Georgia,Less than 20k,439,439
2008,GA,Georgia,More than 100k,552,545
2008,HI,Hawaii,Between 20-40k,485,470
2008,HI,Hawaii,Between 40-60k,509,487
2008,HI,Hawaii,Between 60-80k,523,494
2008,HI,Hawaii,Between 80-100k,518,511
2008,HI,Hawaii,Less than 20k,457,439
2008,HI,Hawaii,More than 100k,544,518
2008,ID,Idaho,Between 20-40k,532,535
2008,ID,Idaho,Between 40-60k,549,543
2008,ID,Idaho,Between 60-80k,562,553
2008,ID,Idaho,Between 80-100k,549,548
2008,ID,Idaho,Less than 20k,513,516
2008,ID,Idaho,More than 100k,551,551
2008,IL,Illinois,Between 20-40k,585,570
2008,IL,Illinois,Between 40-60k,608,591
2008,IL,Illinois,Between 60-80k,616,598
2008,IL,Illinois,Between 80-100k,617,598
2008,IL,Illinois,Less than 20k,523,505
2008,IL,Illinois,More than 100k,624,602
2008,IN,Indiana,Between 20-40k,501,491
2008,IN,Indiana,Between 40-60k,524,507
2008,IN,Indiana,Between 60-80k,534,517
2008,IN,Indiana,Between 80-100k,540,527
2008,IN,Indiana,Less than 20k,465,459
2008,IN,Indiana,More than 100k,553,539
2008,IA,Iowa,Between 20-40k,600,591
2008,IA,Iowa,Between 40-60k,623,612
2008,IA,Iowa,Between 60-80k,630,633
2008,IA,Iowa,Between 80-100k,646,642
2008,IA,Iowa,Less than 20k,573,544
2008,IA,Iowa,More than 100k,621,625
2008,KS,Kansas,Between 20-40k,576,571
2008,KS,Kansas,Between 40-60k,590,585
2008,KS,Kansas,Between 60-80k,591,584
2008,KS,Kansas,Between 80-100k,598,590
2008,KS,Kansas,Less than 20k,550,544
2008,KS,Kansas,More than 100k,608,597
2008,KY,Kentucky,Between 20-40k,560,562
2008,KY,Kentucky,Between 40-60k,571,567
2008,KY,Kentucky,Between 60-80k,577,578
2008,KY,Kentucky,Between 80-100k,573,577
2008,KY,Kentucky,Less than 20k,526,526
2008,KY,Kentucky,More than 100k,582,578
2008,LA,Louisiana,Between 20-40k,552,562
2008,LA,Louisiana,Between 40-60k,567,570
2008,LA,Louisiana,Between 60-80k,578,577
2008,LA,Louisiana,Between 80-100k,600,592
2008,LA,Louisiana,Less than 20k,500,495
2008,LA,Louisiana,More than 100k,599,593
2008,ME,Maine,Between 20-40k,495,497
2008,ME,Maine,Between 40-60k,520,513
2008,ME,Maine,Between 60-80k,538,525
2008,ME,Maine,Between 80-100k,509,506
2008,ME,Maine,Less than 20k,454,461
2008,ME,Maine,More than 100k,545,547
2008,MD,Maryland,Between 20-40k,481,479
2008,MD,Maryland,Between 40-60k,519,515
2008,MD,Maryland,Between 60-80k,534,526
2008,MD,Maryland,Between 80-100k,542,536
2008,MD,Maryland,Less than 20k,431,429
2008,MD,Maryland,More than 100k,572,559
2008,MA,Massachusetts,Between 20-40k,503,496
2008,MA,Massachusetts,Between 40-60k,529,517
2008,MA,Massachusetts,Between 60-80k,542,532
2008,MA,Massachusetts,Between 80-100k,548,539
2008,MA,Massachusetts,Less than 20k,462,445
2008,MA,Massachusetts,More than 100k,583,570
2008,MI,Michigan,Between 20-40k,576,570
2008,MI,Michigan,Between 40-60k,601,580
2008,MI,Michigan,Between 60-80k,602,587
2008,MI,Michigan,Between 80-100k,611,597
2008,MI,Michigan,Less than 20k,542,524
2008,MI,Michigan,More than 100k,617,600
2008,MN,Minnesota,Between 20-40k,591,587
2008,MN,Minnesota,Between 40-60k,604,596
2008,MN,Minnesota,Between 60-80k,616,604
2008,MN,Minnesota,Between 80-100k,617,600
2008,MN,Minnesota,Less than 20k,577,542
2008,MN,Minnesota,More than 100k,623,608
2008,MS,Mississippi,Between 20-40k,535,564
2008,MS,Mississippi,Between 40-60k,564,573
2008,MS,Mississippi,Between 60-80k,588,601
2008,MS,Mississippi,Between 80-100k,556,557
2008,MS,Mississippi,Less than 20k,493,515
2008,MS,Mississippi,More than 100k,585,601
2008,MO,Missouri,Between 20-40k,586,588
2008,MO,Missouri,Between 40-60k,595,591
2008,MO,Missouri,Between 60-80k,609,600
2008,MO,Missouri,Between 80-100k,610,607
2008,MO,Missouri,Less than 20k,542,528
2008,MO,Missouri,More than 100k,609,599
2008,MT,Montana,Between 20-40k,542,537
2008,MT,Montana,Between 40-60k,555,547
2008,MT,Montana,Between 60-80k,541,544
2008,MT,Montana,Between 80-100k,576,546
2008,MT,Montana,Less than 20k,524,514
2008,MT,Montana,More than 100k,562,540
2008,NE,Nebraska,Between 20-40k,564,568
2008,NE,Nebraska,Between 40-60k,597,584
2008,NE,Nebraska,Between 60-80k,612,613
2008,NE,Nebraska,Between 80-100k,599,584
2008,NE,Nebraska,Less than 20k,538,525
2008,NE,Nebraska,More than 100k,620,607
2008,NV,Nevada,Between 20-40k,495,487
2008,NV,Nevada,Between 40-60k,516,508
2008,NV,Nevada,Between 60-80k,518,508
2008,NV,Nevada,Between 80-100k,512,513
2008,NV,Nevada,Less than 20k,467,461
2008,NV,Nevada,More than 100k,538,533
2008,NH,New Hampshire,Between 20-40k,505,504
2008,NH,New Hampshire,Between 40-60k,522,517
2008,NH,New Hampshire,Between 60-80k,536,529
2008,NH,New Hampshire,Between 80-100k,537,540
2008,NH,New Hampshire,Less than 20k,478,484
2008,NH,New Hampshire,More than 100k,564,548
2008,NJ,New Jersey,Between 20-40k,492,478
2008,NJ,New Jersey,Between 40-60k,521,504
2008,NJ,New Jersey,Between 60-80k,534,517
2008,NJ,New Jersey,Between 80-100k,547,525
2008,NJ,New Jersey,Less than 20k,442,423
2008,NJ,New Jersey,More than 100k,574,552
2008,NM,New Mexico,Between 20-40k,522,539
2008,NM,New Mexico,Between 40-60k,547,559
2008,NM,New Mexico,Between 60-80k,573,574
2008,NM,New Mexico,Between 80-100k,558,578
2008,NM,New Mexico,Less than 20k,514,510
2008,NM,New Mexico,More than 100k,581,586
2008,NY,New York,Between 20-40k,497,486
2008,NY,New York,Between 40-60k,523,507
2008,NY,New York,Between 60-80k,533,515
2008,NY,New York,Between 80-100k,539,523
2008,NY,New York,Less than 20k,455,437
2008,NY,New York,More than 100k,570,550
2008,NC,North Carolina,Between 20-40k,504,487
2008,NC,North Carolina,Between 40-60k,530,514
2008,NC,North Carolina,Between 60-80k,543,525
2008,NC,North Carolina,Between 80-100k,551,534
2008,NC,North Carolina,Less than 20k,454,441
2008,NC,North Carolina,More than 100k,568,551
2008,ND,North Dakota,Between 20-40k,590,594
2008,ND,North Dakota,Between 40-60k,603,618
2008,ND,North Dakota,Between 60-80k,551,570
2008,ND,North Dakota,Between 80-100k,570,596
2008,ND,North Dakota,Less than 20k,275,291
2008,ND,North Dakota,More than 100k,574,594
2008,OH,Ohio,Between 20-40k,528,523
2008,OH,Ohio,Between 40-60k,551,538
2008,OH,Ohio,Between 60-80k,559,545
2008,OH,Ohio,Between 80-100k,562,547
2008,OH,Ohio,Less than 20k,475,474
2008,OH,Ohio,More than 100k,574,559
2008,OK,Oklahoma,Between 20-40k,556,565
2008,OK,Oklahoma,Between 40-60k,578,583
2008,OK,Oklahoma,Between 60-80k,560,560
2008,OK,Oklahoma,Between 80-100k,587,585
2008,OK,Oklahoma,Less than 20k,546,533
2008,OK,Oklahoma,More than 100k,598,594
2008,OR,Oregon,Between 20-40k,520,520
2008,OR,Oregon,Between 40-60k,539,532
2008,OR,Oregon,Between 60-80k,543,538
2008,OR,Oregon,Between 80-100k,546,538
2008,OR,Oregon,Less than 20k,484,481
2008,OR,Oregon,More than 100k,557,548
2008,PA,Pennsylvania,Between 20-40k,494,489
2008,PA,Pennsylvania,Between 40-60k,518,509
2008,PA,Pennsylvania,Between 60-80k,534,523
2008,PA,Pennsylvania,Between 80-100k,540,531
2008,PA,Pennsylvania,Less than 20k,450,447
2008,PA,Pennsylvania,More than 100k,565,550
2008,PR,Puerto Rico,Between 20-40k,450,453
2008,PR,Puerto Rico,Between 40-60k,485,484
2008,PR,Puerto Rico,Between 60-80k,469,476
2008,PR,Puerto Rico,Between 80-100k,481,498
2008,PR,Puerto Rico,Less than 20k,411,414
2008,PR,Puerto Rico,More than 100k,508,496
2008,RI,Rhode Island,Between 20-40k,487,488
2008,RI,Rhode Island,Between 40-60k,522,515
2008,RI,Rhode Island,Between 60-80k,531,527
2008,RI,Rhode Island,Between 80-100k,546,540
2008,RI,Rhode Island,Less than 20k,438,436
2008,RI,Rhode Island,More than 100k,567,559
2008,SC,South Carolina,Between 20-40k,495,486
2008,SC,South Carolina,Between 40-60k,522,510
2008,SC,South Carolina,Between 60-80k,529,516
2008,SC,South Carolina,Between 80-100k,529,514
2008,SC,South Carolina,Less than 20k,442,434
2008,SC,South Carolina,More than 100k,540,534
2008,SD,South Dakota,Between 20-40k,603,609
2008,SD,South Dakota,Between 40-60k,623,628
2008,SD,South Dakota,Between 60-80k,568,605
2008,SD,South Dakota,Between 80-100k,586,609
2008,SD,South Dakota,Less than 20k,512,532
2008,SD,South Dakota,More than 100k,584,608
2008,TN,Tennessee,Between 20-40k,554,562
2008,TN,Tennessee,Between 40-60k,570,576
2008,TN,Tennessee,Between 60-80k,577,583
2008,TN,Tennessee,Between 80-100k,579,579
2008,TN,Tennessee,Less than 20k,515,522
2008,TN,Tennessee,More than 100k,583,576
2008,TX,Texas,Between 20-40k,499,486
2008,TX,Texas,Between 40-60k,529,512
2008,TX,Texas,Between 60-80k,543,526
2008,TX,Texas,Between 80-100k,548,531
